formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	Fatty acids	0.430	Small peptides	0.347	Aminoacids	0.367	Organic acids and derivatives	0.951	Carboxylic acids and derivatives	0.960	Amino acids, peptides, and analogues	0.785	Amino acids and derivatives	0.785	Amino acids	0.700	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.117	79	592790047457930805	592789408711548477	66
4	C8H12O2	[M + H3N + H]+	C8H16NO2+	Fatty acids	0.921	Fatty Acids and Conjugates	0.568	Unsaturated fatty acids	0.649	Lipids and lipid-like molecules	0.511							Lipids and lipid-like molecules	0.511	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.117	71	592790052314940052	592789408799628866	67
4	C8H12O2	[M + H3N + H]+	C8H16NO2+	Fatty acids	0.971	Fatty Acids and Conjugates	0.681	Unsaturated fatty acids	0.748	Organic acids and derivatives	0.581	Carboxylic acids and derivatives	0.639	Carboxylic acids	0.546			Carboxylic acids	0.546	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.117	51	592790043561419557	592789408887709255	68
4	C8H12O2	[M + H3N + H]+	C8H16NO2+	Fatty acids	0.965	Fatty Acids and Conjugates	0.674	Unsaturated fatty acids	0.723	Organic acids and derivatives	0.641	Carboxylic acids and derivatives	0.693	Carboxylic acids	0.585			Carboxylic acids	0.585	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.117	48	592790036825364822	592789408971595340	69
2	C9H19NO	[M + H]+	C9H20NO+	Fatty acids	0.951	Fatty amides	0.950	N-acyl amines	0.562	Organic acids and derivatives	0.952	Carboxylic acids and derivatives	0.846	Carboxylic acid derivatives	0.827	Carboxylic acid amides	0.839	Tertiary carboxylic acid amides	0.607	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.154	452	592791004912731784	592789409093230161	70
1	C12H18O2	[M - H4O2 + H]+	C12H15+	Terpenoids	0.656	Sesquiterpenoids	0.289	Apocarotenoids (β-)	0.213	Organic acids and derivatives	0.541	Carboxylic acids and derivatives	0.544	Monocarboxylic acids and derivatives	0.570			Monocarboxylic acids and derivatives	0.570	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.117	622	592791935272286475	592789409206476374	71
3	C7H17NO5	[M - H4O2 + H]+	C7H14NO3+	Carbohydrates	0.971	Aminosugars and aminoglycosides	0.967	Aminosugars	0.977	Organic oxygen compounds	0.998	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.657	Monosaccharides	0.626	Monosaccharides	0.626	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	160.097	48	592790033914516423	592789409512660576	73
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	Fatty acids	0.991	Fatty Acids and Conjugates	0.795	Unsaturated fatty acids	0.608	Lipids and lipid-like molecules	0.798	Fatty Acyls	0.831	Fatty acids and conjugates	0.719	Unsaturated fatty acids	0.721	Unsaturated fatty acids	0.721	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.133	82	592790046556154754	592789409672044133	75
14	C7H6N4O2	[M - H2O + H]+	C7H5N4O+	Alkaloids	0.946	Pseudoalkaloids (transamidation)	0.205	Purine alkaloids	0.413	Organoheterocyclic compounds	0.992	Diazines	0.559					Diazines	0.559	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acids; Diazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	161.044	153	592790067968086297	592789409776901738	76
12	C5H6N4O	[M + Na]+	C5H6N4NaO+	Alkaloids	0.951	Pseudoalkaloids (transamidation)	0.798	Purine alkaloids	0.902	Organoheterocyclic compounds	0.998	Diazines	0.596					Diazines	0.596	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	161.044	83	592790046413548266	592789409860787823	77
1	C10H9N	[M + H3N + H]+	C10H13N2+	Alkaloids	0.995	Tryptophan alkaloids	0.984	Simple indole alkaloids	0.960	Organoheterocyclic compounds	0.968	Indoles and derivatives	0.918	Indoles	0.907			Indoles	0.907	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	161.107	197	592790074469258357	592789409944673908	78
3	C7H12O3	[M + H3N + H]+	C7H16NO3+	Fatty acids	0.951	Fatty esters	0.738	Wax monoesters	0.380	Lipids and lipid-like molecules	0.528	Fatty Acyls	0.549					Fatty Acyls	0.549	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	162.112	74	592790047365656030	592789410036948601	81
3	C7H15NO3	[M + H]+	C7H16NO3+	Fatty acids	0.952	Fatty esters	0.898	Fatty acyl carnitines	0.868	Lipids and lipid-like molecules	0.637	Fatty Acyls	0.669					Fatty Acyls	0.669	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	48	592790037609700248	592789410125028990	82
11	C5H12N3P	[M + H3N + H]+	C5H16N4P+	Alkaloids	0.507	Monoterpenoids	0.130	Acetate-derived alkaloids	0.044	Organoheterocyclic compounds	0.804	Azacyclic compounds	0.680					Azacyclic compounds	0.680	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	163.112	551	592791388238568379	592789410225692291	83
12	C5H4N6	[M + H3N + H]+	C5H8N7+	Alkaloids	0.962	Pseudoalkaloids (transamidation)	0.700	Purine alkaloids	0.753	Organoheterocyclic compounds	0.991	Azoles	0.729					Azoles	0.729	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	166.084	49	592790038448561721	592789410410241677	86
1	C9H13NO3	[M - H2O + H]+	C9H12NO2+	Alkaloids	0.893	Nicotinic acid alkaloids	0.556	Pyridine alkaloids	0.555	Benzenoids	0.732	Benzene and substituted derivatives	0.768					Benzene and substituted derivatives	0.768	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aromatic alcohols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.086	74	592790049001436652	592789410489933458	87
1	C9H8O2	[M + H3N + H]+	C9H12NO2+	Shikimates and Phenylpropanoids	0.803	Phenylpropanoids (C6-C3)	0.910	Cinnamic acids and derivatives	0.899	Benzenoids	0.996	Benzene and substituted derivatives	0.956					Benzene and substituted derivatives	0.956	Organic compounds; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	166.086	147	592790060967791719	592789410578013847	88
10	C7H14N3O2P	[M - H4O2 + H]+	C7H11N3P+	Alkaloids	0.728	Pseudoalkaloids (transamidation)	0.294	Imidazole alkaloids	0.053	Organic acids and derivatives	0.655	Organic phosphonic acids and derivatives	0.527					Organic phosphonic acids and derivatives	0.527	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.069	47	592790001593207174	592789410657705628	90
13	CH9N4O3P	[M + H3N + H]+	CH13N5O3P+	Alkaloids	0.318	Small peptides	0.333	Polyamines	0.279	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.977					Organonitrogen compounds	0.977	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.076	150	592790069893271850	592789410871615142	97
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.894	Fatty esters	0.439	Lactones	0.501	Organic acids and derivatives	0.775	Carboxylic acids and derivatives	0.749	Monocarboxylic acids and derivatives	0.664			Monocarboxylic acids and derivatives	0.664	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.112	54	592790046363216553	592789410947112619	98
4	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.868	Fatty Acids and Conjugates	0.362	2-pyrone derivatives	0.100	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.689			Carbonyl compounds	0.689	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.112	74	592790051178282718	592789411022610096	99
2	C9H16O2	[M + H3N + H]+	C9H20NO2+	Fatty acids	0.969	Fatty esters	0.639	Lactones	0.289	Lipids and lipid-like molecules	0.515	Fatty Acyls	0.517					Fatty Acyls	0.517	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.149	128	592790054005245621	592789411106496181	102
14	C8H6N4O	[M + H]+	C8H7N4O+	Alkaloids	0.962	Pseudoalkaloids (transamidation)	0.127	Purine alkaloids	0.206	Organoheterocyclic compounds	0.998	Diazines	0.641					Diazines	0.641	Organic compounds; Organoheterocyclic compounds; Ketones; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.060	153	592790093184251216	592789411173605050	103
14	C8H6N4O	[M + H]+	C8H7N4O+	Alkaloids	0.989	Nicotinic acid alkaloids	0.824	Pyridine alkaloids	0.824	Organoheterocyclic compounds	0.997	Pyridines and derivatives	0.736					Pyridines and derivatives	0.736	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.060	141	592790074603476234	592789411257491135	104
1	C8H14O3	[M + H3N + H]+	C8H18NO3+	Fatty acids	0.994	Fatty esters	0.956	Wax monoesters	0.772	Lipids and lipid-like molecules	0.724	Fatty Acyls	0.742	Fatty acid esters	0.656			Fatty acid esters	0.656	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	176.128	74	592790047457930816	592789411437846217	108
3	C8H14O3	[M + H3N + H]+	C8H18NO3+	Fatty acids	0.993	Fatty esters	0.960	Wax monoesters	0.785	Lipids and lipid-like molecules	0.714	Fatty Acyls	0.743	Fatty acid esters	0.696			Fatty acid esters	0.696	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	176.128	49	592790035390912117	592789411530120910	109
3	C8H14O3	[M + H3N + H]+	C8H18NO3+	Fatty acids	0.960	Fatty esters	0.900	Wax monoesters	0.668	Organic acids and derivatives	0.634	Carboxylic acids and derivatives	0.643	Carboxylic acid derivatives	0.519	Carboxylic acid esters	0.580	Carboxylic acid esters	0.580	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	176.128	100	592790051148922543	592789411634978515	110
11	C6H14N3P	[M + H3N + H]+	C6H18N4P+	Alkaloids	0.361	Monoterpenoids	0.312	Pyridine alkaloids	0.092	Organoheterocyclic compounds	0.737	Azacyclic compounds	0.520					Azacyclic compounds	0.520	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organophosphorus compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	177.127	621	592792019288391381	592789411739836120	111
1	C10H12N2	[M + H3N + H]+	C10H16N3+	Alkaloids	0.863	Nicotinic acid alkaloids	0.877	Pyridine alkaloids	0.878	Organoheterocyclic compounds	0.788	Azacyclic compounds	0.792					Azacyclic compounds	0.792	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	178.134	50	592790044484167378	592789411815333597	112
5	C8H17OP	[M + H3N + H]+	C8H21NOP+	Fatty acids	0.180	Fatty acyls	0.050	Pyridine alkaloids	0.002	Organophosphorus compounds	0.978							Organophosphorus compounds	0.978	Organic compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	178.134	180	592790074490229903	592789411895025378	113
