formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	Fatty acids	0.562	Small peptides	0.298	Aminoacids	0.329	Organic acids and derivatives	0.927	Carboxylic acids and derivatives	0.941	Amino acids, peptides, and analogues	0.713	Amino acids and derivatives	0.713	Amino acids	0.664	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.117	71	592790052314940055	592789408799628866	67
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	Fatty acids	0.469	Small peptides	0.391	Aminoacids	0.410	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.965	Amino acids, peptides, and analogues	0.786	Amino acids and derivatives	0.786	Amino acids	0.740	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.117	51	592790043561419560	592789408887709255	68
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	Amino acids and Peptides	0.591	Small peptides	0.539	Aminoacids	0.549	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.814	Amino acids and derivatives	0.814	Amino acids	0.775	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.117	48	592790036829559129	592789408971595340	69
1	C9H16O	[M + H3N + H]+	C9H20NO+	Fatty acids	0.993	Fatty acyls	0.987	Fatty aldehydes	0.620	Organic oxygen compounds	0.993	Organooxygen compounds	0.988	Carbonyl compounds	0.868	Ketones	0.641	Ketones	0.641	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.154	452	592791004912731783	592789409093230161	70
1	C12H18O2	[M - H4O2 + H]+	C12H15+	Terpenoids	0.656	Sesquiterpenoids	0.289	Apocarotenoids (β-)	0.213	Organic acids and derivatives	0.541	Carboxylic acids and derivatives	0.544	Monocarboxylic acids and derivatives	0.570			Monocarboxylic acids and derivatives	0.570	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.117	622	592791935272286475	592789409206476374	71
1	C7H10O3	[M + H3N + H]+	C7H14NO3+	Fatty acids	0.896	Fatty esters	0.484	Lactones	0.481	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.804			Carbonyl compounds	0.804	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.097	48	592790033910322118	592789409512660576	73
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	Fatty acids	0.991	Fatty Acids and Conjugates	0.795	Unsaturated fatty acids	0.608	Lipids and lipid-like molecules	0.798	Fatty Acyls	0.831	Fatty acids and conjugates	0.719	Unsaturated fatty acids	0.721	Unsaturated fatty acids	0.721	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.133	82	592790046556154754	592789409672044133	75
1	C10H9N	[M + H3N + H]+	C10H13N2+	Alkaloids	0.995	Tryptophan alkaloids	0.984	Simple indole alkaloids	0.960	Organoheterocyclic compounds	0.968	Indoles and derivatives	0.918	Indoles	0.907			Indoles	0.907	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	161.107	197	592790074469258357	592789409944673908	78
1	C7H17NO4	[M - H2O + H]+	C7H16NO3+	Fatty acids	0.943	Fatty esters	0.440	Fatty acyl carnitines	0.302	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Quaternary ammonium salts	0.988	Tetraalkylammonium salts	0.994	Tetraalkylammonium salts	0.994	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	74	592790047365656032	592789410036948601	81
1	C7H17NO4	[M - H2O + H]+	C7H16NO3+	Fatty acids	0.943	Fatty esters	0.264	Fatty acyl carnitines	0.343	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Quaternary ammonium salts	0.975	Tetraalkylammonium salts	0.984	Tetraalkylammonium salts	0.984	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	48	592790037609700249	592789410125028990	82
1	C9H13NO3	[M - H2O + H]+	C9H12NO2+	Alkaloids	0.893	Nicotinic acid alkaloids	0.556	Pyridine alkaloids	0.555	Benzenoids	0.732	Benzene and substituted derivatives	0.768					Benzene and substituted derivatives	0.768	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aromatic alcohols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.086	74	592790049001436652	592789410489933458	87
1	C9H8O2	[M + H3N + H]+	C9H12NO2+	Shikimates and Phenylpropanoids	0.803	Phenylpropanoids (C6-C3)	0.910	Cinnamic acids and derivatives	0.899	Benzenoids	0.996	Benzene and substituted derivatives	0.956					Benzene and substituted derivatives	0.956	Organic compounds; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	166.086	147	592790060967791719	592789410578013847	88
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.894	Fatty esters	0.439	Lactones	0.501	Organic acids and derivatives	0.775	Carboxylic acids and derivatives	0.749	Monocarboxylic acids and derivatives	0.664			Monocarboxylic acids and derivatives	0.664	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.112	54	592790046363216553	592789410947112619	98
1	C8H17NO4	[M - H2O + H]+	C8H16NO3+	Amino acids and Peptides	0.883	Small peptides	0.721	Aminoacids	0.803	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.891	Amino acids and derivatives	0.890	Alpha amino acids and derivatives	0.535	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.112	74	592790051178282721	592789411022610096	99
1	C9H21NO3	[M - H2O + H]+	C9H20NO2+	Fatty acids	0.998	Fatty esters	0.532	Fatty acyl carnitines	0.705	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Quaternary ammonium salts	0.935	Tetraalkylammonium salts	0.956	Tetraalkylammonium salts	0.956	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.149	128	592790054005245623	592789411106496181	102
1	C8H14O3	[M + H3N + H]+	C8H18NO3+	Fatty acids	0.994	Fatty esters	0.956	Wax monoesters	0.772	Lipids and lipid-like molecules	0.724	Fatty Acyls	0.742	Fatty acid esters	0.656			Fatty acid esters	0.656	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	176.128	74	592790047457930816	592789411437846217	108
1	C8H19NO4	[M - H2O + H]+	C8H18NO3+	Fatty acids	0.999	Fatty esters	0.978	Fatty acyl carnitines	0.997	Lipids and lipid-like molecules	0.888	Fatty Acyls	0.875					Fatty Acyls	0.875	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acids; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	176.128	49	592790035390912119	592789411530120910	109
1	C8H19NO4	[M - H2O + H]+	C8H18NO3+	Fatty acids	0.880	Fatty esters	0.056	Sphingoid bases	0.089	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Quaternary ammonium salts	0.812	Tetraalkylammonium salts	0.600	Tetraalkylammonium salts	0.600	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	176.128	100	592790051148922545	592789411634978515	110
1	C10H12N2	[M + H3N + H]+	C10H16N3+	Alkaloids	0.863	Nicotinic acid alkaloids	0.877	Pyridine alkaloids	0.878	Organoheterocyclic compounds	0.788	Azacyclic compounds	0.792					Azacyclic compounds	0.792	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	178.134	50	592790044484167378	592789411815333597	112
1	C10H12N2	[M + H3N + H]+	C10H16N3+	Alkaloids	0.950	Nicotinic acid alkaloids	0.884	Pyridine alkaloids	0.885	Organoheterocyclic compounds	0.902	Heteroaromatic compounds	0.614					Heteroaromatic compounds	0.614	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	178.134	180	592790074490229899	592789411895025378	113
1	C10H15NO3	[M - H2O + H]+	C10H14NO2+	Alkaloids	0.504	Small peptides	0.125	Aminoacids	0.093	Benzenoids	0.962	Benzene and substituted derivatives	0.950	Aniline and substituted anilines	0.635			Aniline and substituted anilines	0.635	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.102	90	592790049366341422	592789412217986806	119
1	C10H15NO3	[M - H2O + H]+	C10H14NO2+	Amino acids and Peptides	0.485	Small peptides	0.153	Aminoacids	0.114	Benzenoids	0.973	Benzene and substituted derivatives	0.960	Aniline and substituted anilines	0.657			Aniline and substituted anilines	0.657	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.102	96	592790050221980483	592789412310261499	120
1	C14H20O2	[M - H4O2 + H]+	C14H17+	Terpenoids	0.990	Sesquiterpenoids	0.977	Carabrane sesquiterpenoids	0.088	Lipids and lipid-like molecules	0.765	Prenol lipids	0.812	Sesquiterpenoids	0.705			Sesquiterpenoids	0.705	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	185.132	640	592792124464759524	592789414566797081	130
1	C14H20O2	[M - H4O2 + H]+	C14H17+	Terpenoids	0.989	Sesquiterpenoids	0.976	Carabrane sesquiterpenoids	0.082	Lipids and lipid-like molecules	0.745	Prenol lipids	0.791	Sesquiterpenoids	0.678			Sesquiterpenoids	0.678	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sesquiterpenoids; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	185.132	586	592791556849591391	592789416655560478	131
1	C14H26O2	[M - H4O2 + H]+	C14H23+	Terpenoids	0.808	Sesquiterpenoids	0.272	Acyclic monoterpenoids	0.198	Lipids and lipid-like molecules	0.822	Prenol lipids	0.598					Prenol lipids	0.598	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	191.180	539	592791346043869937	592789417930628909	142
1	C8H19NO3S	[M - H2O + H]+	C8H18NO2S+	Fatty acids	0.845	Small peptides	0.221	Aminoacids	0.303	Organic acids and derivatives	0.609	Carboxylic acids and derivatives	0.481	Amino acids, peptides, and analogues	0.498	Amino acids and derivatives	0.494	Methionine and derivatives	0.581	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Thioethers; Secondary alcohols; Carbonyl compounds; Amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	192.105	89	592790052080058879	592789418010320690	143
